crm_account_id,company_name,billing_address,contact_email,phone_num,account_status
CRM-20249,Dynamic Group,"307 Market St, Singapore 352153",contact@dynamicgroup.com,+65 65163187,Inactive
CRM-20250,Dynamic Systems,"513 Innovation Dr, Singapore 202430",contact@dynamicsystems.com,+65 65263193,Prospect
CRM-20251,Apex Holdings,"650 Innovation Dr, Singapore 572436",contact@apexholdings.com,+65 61988144,Prospect
CRM-20252,Apex Systems,"677 Tech Park, Singapore 909676",contact@apexsystems.com,+65 99317413,Inactive
CRM-20253,Beta Logistics,"390 Market St, Singapore 508548",contact@betalogistics.com,+65 70349593,Prospect
CRM-20254,Tech Solutions,"90 Market St, Singapore 570646",contact@techsolutions.com,+65 68892394,Inactive
CRM-20255,Quantum Networks,"885 Tech Park, Singapore 406024",contact@quantumnetworks.com,+65 81772150,Prospect
CRM-20256,Pinnacle Corp,"534 Market St, Singapore 499226",contact@pinnaclecorp.com,+65 98383614,Active
CRM-20257,Tech Group,"496 Industrial Ave, Singapore 363926",contact@techgroup.com,+65 80116033,Active
CRM-20258,Quantum Corp,"110 Market St, Singapore 107096",contact@quantumcorp.com,+65 90726574,Prospect
CRM-20259,Apex Networks,"308 Innovation Dr, Singapore 829066",contact@apexnetworks.com,+65 69135158,Active
CRM-20260,Innovate Logistics,"991 Market St, Singapore 494322",contact@innovatelogistics.com,+65 92950942,Prospect
CRM-20261,Quantum Industries,"699 Industrial Ave, Singapore 584045",contact@quantumindustries.com,+65 72074710,Inactive
CRM-20262,Dynamic Group,"143 Innovation Dr, Singapore 364955",contact@dynamicgroup.com,+65 93507671,Inactive
CRM-20263,Beta Enterprises,"597 Tech Park, Singapore 631221",contact@betaenterprises.com,+65 92160896,Inactive
CRM-20264,Innovate Industries,"654 Industrial Ave, Singapore 906306",contact@innovateindustries.com,+65 99850581,Active
CRM-20265,ABC Group,"989 Tech Park, Singapore 111060",contact@abcgroup.com,+65 82253077,Active
CRM-20266,Pinnacle Networks,"227 Tech Park, Singapore 510133",contact@pinnaclenetworks.com,+65 98603394,Prospect
CRM-20267,Pinnacle Systems,"26 Tech Park, Singapore 409783",contact@pinnaclesystems.com,+65 83150369,Prospect
CRM-20268,Innovate Logistics,"467 Market St, Singapore 606384",contact@innovatelogistics.com,+65 83022815,Prospect
CRM-20269,Summit Holdings,"308 Industrial Ave, Singapore 845305",contact@summitholdings.com,+65 64507993,Active
CRM-20270,ABC Systems,"529 Market St, Singapore 267914",contact@abcsystems.com,+65 76368720,Prospect
CRM-20271,ABC Group,"30 Market St, Singapore 720970",contact@abcgroup.com,+65 86547084,Prospect
CRM-20272,Dynamic Solutions,"105 Market St, Singapore 441819",contact@dynamicsolutions.com,+65 98745162,Active
CRM-20273,Summit Industries,"612 Tech Park, Singapore 511612",contact@summitindustries.com,+65 81032193,Inactive
CRM-20274,Quantum Systems,"941 Industrial Ave, Singapore 240454",contact@quantumsystems.com,+65 79961184,Prospect
CRM-20275,Apex Group,"589 Tech Park, Singapore 294776",contact@apexgroup.com,+65 69252117,Prospect
CRM-20276,ABC Systems,"171 Tech Park, Singapore 247111",contact@abcsystems.com,+65 97239552,Active
CRM-20277,Future Holdings,"497 Market St, Singapore 954815",contact@futureholdings.com,+65 60643133,Prospect
CRM-20278,Summit Group,"426 Tech Park, Singapore 275377",contact@summitgroup.com,+65 92999165,Active
CRM-20279,Tech Components,"231 Innovation Dr, Singapore 918665",contact@techcomponents.com,+65 78445067,Prospect
CRM-20280,Pinnacle Industries,"587 Industrial Ave, Singapore 912764",contact@pinnacleindustries.com,+65 67597461,Inactive
CRM-20281,XYZ Enterprises,"224 Tech Park, Singapore 871740",contact@xyzenterprises.com,+65 96665147,Inactive
CRM-20282,Innovate Solutions,"887 Industrial Ave, Singapore 951327",contact@innovatesolutions.com,+65 89465482,Active
CRM-20283,Innovate Networks,"170 Market St, Singapore 316656",contact@innovatenetworks.com,+65 88733805,Active
CRM-20284,Pinnacle Logistics,"173 Innovation Dr, Singapore 406849",contact@pinnaclelogistics.com,+65 96156145,Prospect
CRM-20285,ABC Solutions,"986 Tech Park, Singapore 390794",contact@abcsolutions.com,+65 69099217,Inactive
CRM-20286,Dynamic Group,"146 Innovation Dr, Singapore 534346",contact@dynamicgroup.com,+65 92847019,Prospect
CRM-20287,Dynamic Solutions,"528 Innovation Dr, Singapore 486999",contact@dynamicsolutions.com,+65 87034857,Prospect
CRM-20288,XYZ Solutions,"651 Innovation Dr, Singapore 166407",contact@xyzsolutions.com,+65 90766008,Inactive
CRM-20289,Summit Logistics,"849 Innovation Dr, Singapore 673896",contact@summitlogistics.com,+65 81667113,Inactive
CRM-20290,ABC Components,"102 Tech Park, Singapore 230272",contact@abccomponents.com,+65 63083177,Active
CRM-20291,Apex Corp,"904 Innovation Dr, Singapore 387330",contact@apexcorp.com,+65 68852537,Active
CRM-20292,Gamma Components,"641 Innovation Dr, Singapore 833417",contact@gammacomponents.com,+65 86598032,Active
CRM-20293,Alpha Corp,"80 Market St, Singapore 337178",contact@alphacorp.com,+65 91997956,Inactive
CRM-20294,Future Group,"490 Industrial Ave, Singapore 501677",contact@futuregroup.com,+65 68870124,Active
CRM-20295,Gamma Group,"657 Market St, Singapore 656278",contact@gammagroup.com,+65 68935292,Inactive
CRM-20296,XYZ Systems,"631 Tech Park, Singapore 190898",contact@xyzsystems.com,+65 87629383,Active
CRM-20297,Apex Holdings,"323 Market St, Singapore 390421",contact@apexholdings.com,+65 88815790,Inactive
CRM-20298,XYZ Networks,"798 Industrial Ave, Singapore 988217",contact@xyznetworks.com,+65 79120711,Inactive
CRM-20299,Apex Logistics,"803 Market St, Singapore 504630",contact@apexlogistics.com,+65 63662072,Active
CRM-20300,Pinnacle Components,"957 Innovation Dr, Singapore 505629",contact@pinnaclecomponents.com,+65 84232890,Inactive
CRM-20301,Dynamic Enterprises,"18 Industrial Ave, Singapore 374921",contact@dynamicenterprises.com,+65 64898399,Active
CRM-20302,Apex Industries,"644 Tech Park, Singapore 835901",contact@apexindustries.com,+65 79225870,Prospect
CRM-20303,Gamma Logistics,"318 Industrial Ave, Singapore 313068",contact@gammalogistics.com,+65 65610104,Active
CRM-20304,Dynamic Solutions,"716 Tech Park, Singapore 987586",contact@dynamicsolutions.com,+65 80815122,Active
CRM-20305,Beta Enterprises,"317 Market St, Singapore 113280",contact@betaenterprises.com,+65 63692908,Inactive
CRM-20306,Dynamic Logistics,"381 Market St, Singapore 919067",contact@dynamiclogistics.com,+65 71204694,Prospect
CRM-20307,Apex Logistics,"66 Innovation Dr, Singapore 704663",contact@apexlogistics.com,+65 95155261,Inactive
CRM-20308,Alpha Enterprises,"171 Innovation Dr, Singapore 367508",contact@alphaenterprises.com,+65 98043084,Active
CRM-20309,Beta Corp,"3 Industrial Ave, Singapore 356430",contact@betacorp.com,+65 94146660,Active
CRM-20310,Gamma Components,"823 Tech Park, Singapore 437433",contact@gammacomponents.com,+65 97102127,Active
CRM-20311,Beta Industries,"184 Market St, Singapore 640828",contact@betaindustries.com,+65 63534768,Active
CRM-20312,Future Logistics,"89 Tech Park, Singapore 486839",contact@futurelogistics.com,+65 81964793,Active
CRM-20313,Quantum Enterprises,"751 Market St, Singapore 106687",contact@quantumenterprises.com,+65 73114576,Prospect
CRM-20314,Innovate Components,"870 Innovation Dr, Singapore 315161",contact@innovatecomponents.com,+65 85251376,Inactive
CRM-20315,Alpha Systems,"96 Industrial Ave, Singapore 986575",contact@alphasystems.com,+65 78778756,Inactive
CRM-20316,XYZ Solutions,"98 Market St, Singapore 959793",contact@xyzsolutions.com,+65 98974857,Prospect
CRM-20317,Tech Logistics,"949 Tech Park, Singapore 972310",contact@techlogistics.com,+65 81139890,Inactive
CRM-20318,Dynamic Networks,"160 Industrial Ave, Singapore 571404",contact@dynamicnetworks.com,+65 67313043,Prospect
CRM-20319,Dynamic Corp,"316 Tech Park, Singapore 993892",contact@dynamiccorp.com,+65 90327641,Active
CRM-20320,Future Networks,"221 Innovation Dr, Singapore 195643",contact@futurenetworks.com,+65 62706487,Inactive
CRM-20321,Future Systems,"975 Tech Park, Singapore 574167",contact@futuresystems.com,+65 62085883,Inactive
CRM-20322,Gamma Solutions,"64 Market St, Singapore 307757",contact@gammasolutions.com,+65 60802415,Prospect
CRM-20323,Beta Networks,"266 Industrial Ave, Singapore 167603",contact@betanetworks.com,+65 99333763,Active
CRM-20324,Gamma Solutions,"126 Industrial Ave, Singapore 153097",contact@gammasolutions.com,+65 82249936,Active
CRM-20325,XYZ Group,"31 Tech Park, Singapore 547389",contact@xyzgroup.com,+65 93294478,Active
CRM-20326,Quantum Networks,"663 Innovation Dr, Singapore 532005",contact@quantumnetworks.com,+65 76494337,Inactive
CRM-20327,Dynamic Industries,"646 Industrial Ave, Singapore 919898",contact@dynamicindustries.com,+65 76720022,Inactive
CRM-20328,Innovate Networks,"330 Tech Park, Singapore 288550",contact@innovatenetworks.com,+65 93715040,Active
CRM-20329,Dynamic Enterprises,"367 Market St, Singapore 204998",contact@dynamicenterprises.com,+65 95529599,Active
CRM-20330,Alpha Corp,"867 Tech Park, Singapore 979988",contact@alphacorp.com,+65 98634043,Active
CRM-20331,Quantum Components,"971 Market St, Singapore 297377",contact@quantumcomponents.com,+65 83600989,Prospect
CRM-20332,Beta Components,"617 Market St, Singapore 652021",contact@betacomponents.com,+65 75611089,Prospect
CRM-20333,Dynamic Holdings,"23 Market St, Singapore 838927",contact@dynamicholdings.com,+65 63996733,Active
CRM-20334,Future Holdings,"383 Tech Park, Singapore 205939",contact@futureholdings.com,+65 64867513,Prospect
CRM-20335,XYZ Group,"665 Innovation Dr, Singapore 841535",contact@xyzgroup.com,+65 92695439,Inactive
CRM-20336,Dynamic Holdings,"682 Market St, Singapore 421727",contact@dynamicholdings.com,+65 74981195,Inactive
CRM-20337,Quantum Group,"34 Market St, Singapore 433674",contact@quantumgroup.com,+65 98083123,Inactive
CRM-20338,Beta Corp,"328 Market St, Singapore 193035",contact@betacorp.com,+65 83274033,Inactive
CRM-20339,Innovate Enterprises,"272 Market St, Singapore 826847",contact@innovateenterprises.com,+65 60764747,Active
CRM-20340,XYZ Group,"906 Tech Park, Singapore 497108",contact@xyzgroup.com,+65 71162783,Prospect
CRM-20341,Dynamic Networks,"167 Tech Park, Singapore 938016",contact@dynamicnetworks.com,+65 75138600,Active
CRM-20342,Apex Systems,"561 Industrial Ave, Singapore 722886",contact@apexsystems.com,+65 65033327,Inactive
CRM-20343,Apex Systems,"161 Industrial Ave, Singapore 447177",contact@apexsystems.com,+65 89138694,Active
CRM-20344,Pinnacle Industries,"677 Innovation Dr, Singapore 349087",contact@pinnacleindustries.com,+65 77801617,Active
CRM-20345,Summit Systems,"370 Industrial Ave, Singapore 191884",contact@summitsystems.com,+65 63657758,Prospect
CRM-20346,Summit Corp,"27 Market St, Singapore 769191",contact@summitcorp.com,+65 66508680,Prospect
CRM-20347,Beta Logistics,"483 Tech Park, Singapore 377877",contact@betalogistics.com,+65 86673582,Active
CRM-20348,Gamma Enterprises,"270 Tech Park, Singapore 376195",contact@gammaenterprises.com,+65 62994191,Active
CRM-20349,Gamma Solutions,"685 Innovation Dr, Singapore 667750",contact@gammasolutions.com,+65 65751720,Prospect
CRM-20350,Pinnacle Components,"839 Tech Park, Singapore 820442",contact@pinnaclecomponents.com,+65 85978250,Prospect
CRM-20351,Beta Group,"515 Market St, Singapore 893969",contact@betagroup.com,+65 62330589,Prospect
CRM-20352,Dynamic Corp,"44 Tech Park, Singapore 816308",contact@dynamiccorp.com,+65 68468199,Prospect
CRM-20353,Future Networks,"328 Industrial Ave, Singapore 506951",contact@futurenetworks.com,+65 77306460,Inactive
CRM-20354,Pinnacle Enterprises,"806 Tech Park, Singapore 534574",contact@pinnacleenterprises.com,+65 60829720,Active
CRM-20355,Beta Solutions,"799 Industrial Ave, Singapore 399990",contact@betasolutions.com,+65 97761067,Inactive
CRM-20356,Tech Group,"586 Tech Park, Singapore 280564",contact@techgroup.com,+65 92587043,Prospect
CRM-20357,XYZ Group,"406 Innovation Dr, Singapore 349119",contact@xyzgroup.com,+65 62602651,Active
CRM-20358,Innovate Components,"838 Innovation Dr, Singapore 393964",contact@innovatecomponents.com,+65 82673808,Prospect
CRM-20359,Future Corp,"308 Tech Park, Singapore 965938",contact@futurecorp.com,+65 69018459,Prospect
CRM-20360,Beta Corp,"217 Tech Park, Singapore 607993",contact@betacorp.com,+65 89643099,Inactive
CRM-20361,Pinnacle Systems,"319 Tech Park, Singapore 918430",contact@pinnaclesystems.com,+65 64403480,Inactive
CRM-20362,Future Components,"34 Tech Park, Singapore 477880",contact@futurecomponents.com,+65 76743008,Inactive
CRM-20363,Pinnacle Group,"698 Industrial Ave, Singapore 490559",contact@pinnaclegroup.com,+65 68312966,Prospect
CRM-20364,Summit Networks,"359 Innovation Dr, Singapore 978343",contact@summitnetworks.com,+65 96999379,Prospect
CRM-20365,Tech Components,"51 Market St, Singapore 700056",contact@techcomponents.com,+65 85941983,Active
CRM-20366,ABC Corp,"668 Tech Park, Singapore 121026",contact@abccorp.com,+65 78057893,Inactive
CRM-20367,Quantum Components,"259 Innovation Dr, Singapore 843826",contact@quantumcomponents.com,+65 75016952,Inactive
CRM-20368,Summit Logistics,"478 Innovation Dr, Singapore 645928",contact@summitlogistics.com,+65 74643761,Inactive
CRM-20369,Future Holdings,"663 Innovation Dr, Singapore 817659",contact@futureholdings.com,+65 97678749,Active
CRM-20370,ABC Holdings,"268 Innovation Dr, Singapore 257212",contact@abcholdings.com,+65 78581433,Inactive
CRM-20371,Dynamic Networks,"677 Innovation Dr, Singapore 246726",contact@dynamicnetworks.com,+65 87118586,Inactive
CRM-20372,Tech Group,"398 Industrial Ave, Singapore 842464",contact@techgroup.com,+65 87152172,Inactive
CRM-20373,ABC Enterprises,"520 Innovation Dr, Singapore 278243",contact@abcenterprises.com,+65 84058335,Inactive
CRM-20374,Tech Industries,"970 Innovation Dr, Singapore 193637",contact@techindustries.com,+65 72285509,Active
CRM-20375,Apex Holdings,"267 Innovation Dr, Singapore 992562",contact@apexholdings.com,+65 84943185,Active
CRM-20376,Quantum Solutions,"911 Market St, Singapore 225636",contact@quantumsolutions.com,+65 91690126,Inactive
CRM-20377,Future Systems,"206 Innovation Dr, Singapore 697062",contact@futuresystems.com,+65 69218426,Prospect
CRM-20378,Gamma Holdings,"5 Tech Park, Singapore 319553",contact@gammaholdings.com,+65 63893226,Active
CRM-20379,Dynamic Solutions,"630 Tech Park, Singapore 550268",contact@dynamicsolutions.com,+65 68684286,Prospect
CRM-20380,Innovate Components,"776 Market St, Singapore 809621",contact@innovatecomponents.com,+65 81623357,Active
CRM-20381,Gamma Solutions,"516 Innovation Dr, Singapore 168458",contact@gammasolutions.com,+65 85739636,Active
CRM-20382,Pinnacle Networks,"346 Tech Park, Singapore 240288",contact@pinnaclenetworks.com,+65 95172939,Prospect
CRM-20383,Dynamic Corp,"971 Tech Park, Singapore 339513",contact@dynamiccorp.com,+65 71065144,Active
CRM-20384,Gamma Solutions,"729 Industrial Ave, Singapore 771425",contact@gammasolutions.com,+65 84601535,Prospect
CRM-20385,Quantum Components,"670 Industrial Ave, Singapore 823255",contact@quantumcomponents.com,+65 67255370,Active
CRM-20386,Global Components,"431 Industrial Ave, Singapore 645583",contact@globalcomponents.com,+65 80207583,Prospect
CRM-20387,Apex Solutions,"737 Industrial Ave, Singapore 219550",contact@apexsolutions.com,+65 94331873,Active
CRM-20388,Global Holdings,"303 Market St, Singapore 674765",contact@globalholdings.com,+65 87498275,Prospect
CRM-20389,Summit Holdings,"3 Industrial Ave, Singapore 193326",contact@summitholdings.com,+65 75737382,Active
CRM-20390,Gamma Solutions,"77 Industrial Ave, Singapore 775636",contact@gammasolutions.com,+65 94339964,Active
CRM-20391,Future Components,"369 Innovation Dr, Singapore 874415",contact@futurecomponents.com,+65 79499633,Active
CRM-20392,Alpha Systems,"337 Innovation Dr, Singapore 752011",contact@alphasystems.com,+65 71442885,Prospect
CRM-20393,Apex Group,"279 Tech Park, Singapore 991993",contact@apexgroup.com,+65 90637792,Prospect
CRM-20394,Dynamic Systems,"136 Industrial Ave, Singapore 267138",contact@dynamicsystems.com,+65 67587097,Active
CRM-20395,Quantum Enterprises,"626 Tech Park, Singapore 476018",contact@quantumenterprises.com,+65 72164190,Inactive
CRM-20396,XYZ Systems,"943 Tech Park, Singapore 531262",contact@xyzsystems.com,+65 92418926,Prospect
CRM-20397,Alpha Industries,"742 Market St, Singapore 454733",contact@alphaindustries.com,+65 98698259,Inactive
CRM-20398,Apex Corp,"355 Tech Park, Singapore 979789",contact@apexcorp.com,+65 92341753,Inactive
CRM-20399,Alpha Systems,"870 Tech Park, Singapore 619920",contact@alphasystems.com,+65 93928065,Active
CRM-20400,Pinnacle Corp,"659 Tech Park, Singapore 956794",contact@pinnaclecorp.com,+65 96943132,Active
CRM-20401,Summit Solutions,"458 Innovation Dr, Singapore 621533",contact@summitsolutions.com,+65 93450825,Inactive
CRM-20402,Alpha Solutions,"912 Market St, Singapore 804091",contact@alphasolutions.com,+65 80441222,Prospect
CRM-20403,Summit Holdings,"786 Tech Park, Singapore 789089",contact@summitholdings.com,+65 97591086,Prospect
CRM-20404,Innovate Holdings,"561 Innovation Dr, Singapore 211486",contact@innovateholdings.com,+65 79594685,Active
CRM-20405,Future Group,"261 Market St, Singapore 226611",contact@futuregroup.com,+65 67178065,Prospect
CRM-20406,XYZ Holdings,"776 Tech Park, Singapore 764000",contact@xyzholdings.com,+65 67232036,Inactive
CRM-20407,Summit Networks,"138 Tech Park, Singapore 656127",contact@summitnetworks.com,+65 93836126,Inactive
CRM-20408,Summit Industries,"709 Market St, Singapore 954845",contact@summitindustries.com,+65 71891854,Active
CRM-20409,Innovate Industries,"429 Market St, Singapore 517196",contact@innovateindustries.com,+65 85814272,Prospect
CRM-20410,Gamma Systems,"617 Innovation Dr, Singapore 835570",contact@gammasystems.com,+65 87698879,Inactive
CRM-20411,Pinnacle Corp,"215 Innovation Dr, Singapore 462066",contact@pinnaclecorp.com,+65 73481438,Inactive
CRM-20412,Gamma Industries,"711 Innovation Dr, Singapore 221011",contact@gammaindustries.com,+65 96405986,Prospect
CRM-20413,ABC Group,"293 Tech Park, Singapore 113390",contact@abcgroup.com,+65 95829610,Inactive
CRM-20414,Dynamic Systems,"700 Innovation Dr, Singapore 980155",contact@dynamicsystems.com,+65 79234443,Active
CRM-20415,Future Enterprises,"631 Market St, Singapore 778553",contact@futureenterprises.com,+65 66877316,Inactive
CRM-20416,Dynamic Logistics,"949 Tech Park, Singapore 536801",contact@dynamiclogistics.com,+65 63152766,Inactive
CRM-20417,Future Enterprises,"934 Innovation Dr, Singapore 716966",contact@futureenterprises.com,+65 75136303,Inactive
CRM-20418,Summit Systems,"192 Market St, Singapore 638807",contact@summitsystems.com,+65 64997529,Active
CRM-20419,Future Logistics,"339 Tech Park, Singapore 262325",contact@futurelogistics.com,+65 60378838,Active
CRM-20420,Dynamic Networks,"503 Innovation Dr, Singapore 922116",contact@dynamicnetworks.com,+65 80210157,Inactive
CRM-20421,Pinnacle Solutions,"164 Tech Park, Singapore 663123",contact@pinnaclesolutions.com,+65 93899395,Prospect
CRM-20422,ABC Holdings,"370 Innovation Dr, Singapore 889216",contact@abcholdings.com,+65 82217499,Inactive
CRM-20423,ABC Components,"685 Innovation Dr, Singapore 352023",contact@abccomponents.com,+65 67698859,Inactive
CRM-20424,Alpha Holdings,"938 Industrial Ave, Singapore 369054",contact@alphaholdings.com,+65 85593482,Inactive
CRM-20425,Pinnacle Industries,"499 Industrial Ave, Singapore 783176",contact@pinnacleindustries.com,+65 89900817,Active
CRM-20426,Gamma Industries,"8 Industrial Ave, Singapore 802897",contact@gammaindustries.com,+65 95782837,Inactive
CRM-20427,Apex Solutions,"551 Tech Park, Singapore 956429",contact@apexsolutions.com,+65 73796211,Active
CRM-20428,Beta Solutions,"183 Innovation Dr, Singapore 173863",contact@betasolutions.com,+65 63641868,Inactive
CRM-20429,Apex Group,"646 Tech Park, Singapore 431773",contact@apexgroup.com,+65 90274530,Active
CRM-20430,ABC Networks,"775 Industrial Ave, Singapore 989455",contact@abcnetworks.com,+65 64243802,Active
CRM-20431,Beta Logistics,"391 Tech Park, Singapore 792818",contact@betalogistics.com,+65 89371949,Active
CRM-20432,Future Industries,"984 Market St, Singapore 810189",contact@futureindustries.com,+65 79795669,Inactive
CRM-20433,Alpha Industries,"145 Industrial Ave, Singapore 105274",contact@alphaindustries.com,+65 97250100,Inactive
CRM-20434,Beta Logistics,"767 Innovation Dr, Singapore 532699",contact@betalogistics.com,+65 74096410,Inactive
CRM-20435,Tech Corp,"186 Industrial Ave, Singapore 887524",contact@techcorp.com,+65 67692188,Inactive
CRM-20436,Global Networks,"975 Innovation Dr, Singapore 234443",contact@globalnetworks.com,+65 92694794,Inactive
CRM-20437,Innovate Enterprises,"337 Innovation Dr, Singapore 712546",contact@innovateenterprises.com,+65 90242339,Active
CRM-20438,Apex Systems,"321 Market St, Singapore 332286",contact@apexsystems.com,+65 60324262,Inactive
CRM-20439,Future Holdings,"696 Innovation Dr, Singapore 585331",contact@futureholdings.com,+65 69013111,Prospect
CRM-20440,Beta Systems,"862 Innovation Dr, Singapore 246802",contact@betasystems.com,+65 65501161,Inactive
CRM-20441,Beta Solutions,"870 Industrial Ave, Singapore 710156",contact@betasolutions.com,+65 61250257,Inactive
CRM-20442,Pinnacle Enterprises,"375 Tech Park, Singapore 909652",contact@pinnacleenterprises.com,+65 69974590,Inactive
CRM-20443,Apex Holdings,"11 Market St, Singapore 945718",contact@apexholdings.com,+65 93699875,Inactive
CRM-20444,Gamma Enterprises,"184 Market St, Singapore 867562",contact@gammaenterprises.com,+65 70685235,Prospect
CRM-20445,Tech Holdings,"44 Market St, Singapore 929906",contact@techholdings.com,+65 75704727,Prospect
CRM-20446,Alpha Holdings,"721 Innovation Dr, Singapore 877948",contact@alphaholdings.com,+65 66927313,Prospect
CRM-20447,ABC Solutions,"258 Tech Park, Singapore 641455",contact@abcsolutions.com,+65 94672660,Prospect
CRM-20448,Summit Networks,"514 Market St, Singapore 273650",contact@summitnetworks.com,+65 60442763,Active
CRM-20449,Quantum Solutions,"425 Innovation Dr, Singapore 218844",contact@quantumsolutions.com,+65 75458280,Prospect
CRM-20450,Quantum Systems,"23 Market St, Singapore 234097",contact@quantumsystems.com,+65 87574979,Inactive
CRM-20451,Alpha Networks,"58 Market St, Singapore 288783",contact@alphanetworks.com,+65 69855950,Inactive
CRM-20452,Quantum Components,"970 Industrial Ave, Singapore 571023",contact@quantumcomponents.com,+65 79022317,Inactive
CRM-20453,Gamma Corp,"616 Market St, Singapore 710948",contact@gammacorp.com,+65 87566096,Active
CRM-20454,Gamma Holdings,"611 Industrial Ave, Singapore 496583",contact@gammaholdings.com,+65 90431866,Prospect
CRM-20455,Apex Systems,"182 Tech Park, Singapore 728950",contact@apexsystems.com,+65 66462488,Active
CRM-20456,Dynamic Solutions,"494 Market St, Singapore 665482",contact@dynamicsolutions.com,+65 66253872,Active
CRM-20457,ABC Group,"431 Innovation Dr, Singapore 831531",contact@abcgroup.com,+65 95033795,Inactive
CRM-20458,Dynamic Group,"604 Industrial Ave, Singapore 240386",contact@dynamicgroup.com,+65 83522852,Prospect
CRM-20459,Beta Logistics,"419 Innovation Dr, Singapore 105735",contact@betalogistics.com,+65 96489171,Inactive
CRM-20460,Apex Corp,"419 Innovation Dr, Singapore 262297",contact@apexcorp.com,+65 81199805,Prospect
CRM-20461,Innovate Networks,"697 Tech Park, Singapore 313588",contact@innovatenetworks.com,+65 78492554,Prospect
CRM-20462,Innovate Industries,"496 Innovation Dr, Singapore 705711",contact@innovateindustries.com,+65 97239470,Prospect
CRM-20463,Beta Corp,"802 Market St, Singapore 324875",contact@betacorp.com,+65 89970474,Inactive
CRM-20464,Quantum Components,"399 Industrial Ave, Singapore 195513",contact@quantumcomponents.com,+65 70786945,Active
CRM-20465,Beta Logistics,"380 Industrial Ave, Singapore 139589",contact@betalogistics.com,+65 74882749,Inactive
CRM-20466,Pinnacle Logistics,"969 Market St, Singapore 618382",contact@pinnaclelogistics.com,+65 63856278,Prospect
CRM-20467,Pinnacle Logistics,"35 Market St, Singapore 277715",contact@pinnaclelogistics.com,+65 73069216,Inactive
CRM-20468,Gamma Solutions,"799 Tech Park, Singapore 802191",contact@gammasolutions.com,+65 78517809,Prospect
CRM-20469,XYZ Solutions,"563 Innovation Dr, Singapore 970071",contact@xyzsolutions.com,+65 66050928,Inactive
CRM-20470,Quantum Corp,"953 Tech Park, Singapore 104877",contact@quantumcorp.com,+65 90518360,Prospect
CRM-20471,Beta Industries,"898 Innovation Dr, Singapore 564276",contact@betaindustries.com,+65 77293510,Prospect
CRM-20472,ABC Enterprises,"883 Industrial Ave, Singapore 221916",contact@abcenterprises.com,+65 99381260,Prospect
CRM-20473,Global Corp,"423 Innovation Dr, Singapore 661671",contact@globalcorp.com,+65 81188328,Active
CRM-20474,XYZ Holdings,"568 Market St, Singapore 429119",contact@xyzholdings.com,+65 65102207,Prospect
CRM-20475,Global Enterprises,"241 Market St, Singapore 316823",contact@globalenterprises.com,+65 73399394,Active
CRM-20476,Innovate Systems,"123 Industrial Ave, Singapore 795650",contact@innovatesystems.com,+65 67159797,Prospect
CRM-20477,Pinnacle Components,"381 Innovation Dr, Singapore 702427",contact@pinnaclecomponents.com,+65 92366073,Prospect
CRM-20478,Tech Group,"769 Market St, Singapore 651273",contact@techgroup.com,+65 74904394,Prospect
CRM-20479,Dynamic Systems,"124 Tech Park, Singapore 822689",contact@dynamicsystems.com,+65 90681906,Active
CRM-20480,Future Logistics,"562 Innovation Dr, Singapore 382495",contact@futurelogistics.com,+65 72559587,Prospect
CRM-20481,Apex Holdings,"875 Tech Park, Singapore 572623",contact@apexholdings.com,+65 84499968,Active
CRM-20482,Future Solutions,"824 Market St, Singapore 553214",contact@futuresolutions.com,+65 78115977,Prospect
CRM-20483,Gamma Enterprises,"181 Tech Park, Singapore 241003",contact@gammaenterprises.com,+65 60653794,Inactive
CRM-20484,Future Networks,"408 Industrial Ave, Singapore 271276",contact@futurenetworks.com,+65 63201717,Active
CRM-20485,ABC Solutions,"763 Innovation Dr, Singapore 478496",contact@abcsolutions.com,+65 90189245,Prospect
CRM-20486,Future Networks,"591 Market St, Singapore 398433",contact@futurenetworks.com,+65 73351852,Prospect
CRM-20487,XYZ Enterprises,"391 Innovation Dr, Singapore 762398",contact@xyzenterprises.com,+65 65261839,Active
CRM-20488,Innovate Group,"415 Industrial Ave, Singapore 269868",contact@innovategroup.com,+65 98361948,Prospect
CRM-20489,XYZ Logistics,"278 Tech Park, Singapore 480805",contact@xyzlogistics.com,+65 86538557,Inactive
CRM-20490,Gamma Components,"746 Market St, Singapore 363871",contact@gammacomponents.com,+65 68391286,Inactive
CRM-20491,Beta Enterprises,"56 Industrial Ave, Singapore 516297",contact@betaenterprises.com,+65 96804765,Inactive
CRM-20492,ABC Group,"235 Market St, Singapore 397979",contact@abcgroup.com,+65 80761513,Prospect
CRM-20493,ABC Holdings,"885 Tech Park, Singapore 666843",contact@abcholdings.com,+65 81823890,Prospect
CRM-20494,XYZ Industries,"606 Tech Park, Singapore 885290",contact@xyzindustries.com,+65 71880727,Inactive
CRM-20495,ABC Industries,"931 Innovation Dr, Singapore 665883",contact@abcindustries.com,+65 80781019,Active
CRM-20496,Innovate Group,"160 Innovation Dr, Singapore 100096",contact@innovategroup.com,+65 77435355,Inactive
CRM-20497,Innovate Logistics,"548 Industrial Ave, Singapore 615827",contact@innovatelogistics.com,+65 91487341,Prospect
CRM-20498,Tech Networks,"816 Industrial Ave, Singapore 491794",contact@technetworks.com,+65 75516602,Active
